ID,Subject Code,Subject Name,Grade,Credits
22031A0218,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,C,4.0
22031A0406,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
22031A0406,R202205AT,OPERATING SYSTEMS(INTEGRATED),C,3.0
22031A0408,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
22031A0408,R202205AT,OPERATING SYSTEMS(INTEGRATED),E,3.0
22031A0446,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
22031A0446,R202205AT,OPERATING SYSTEMS(INTEGRATED),D,3.0
22031A0453,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
22031A0453,R202205AT,OPERATING SYSTEMS(INTEGRATED),D,3.0
22031A0457,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
22031A0457,R202205AT,OPERATING SYSTEMS(INTEGRATED),E,3.0
22031A0504,R202205B,DATA VISUALIZATION,C,4.0
22031A0505,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0506,R202205D,MATHEMATICS FOR MACHINE LEARNING,B,4.0
22031A0510,R202205B,DATA VISUALIZATION,B,4.0
22031A0513,R202205C,PRINCIPALES OF CYBER SECURITY,C,4.0
22031A0521,R202205B,DATA VISUALIZATION,B,4.0
22031A0524,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0527,R202205B,DATA VISUALIZATION,B,4.0
22031A0528,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0530,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0534,R202205B,DATA VISUALIZATION,C,4.0
22031A0535,R202205C,PRINCIPALES OF CYBER SECURITY,B,4.0
22031A0536,R202205B,DATA VISUALIZATION,B,4.0
22031A0539,R202205D,MATHEMATICS FOR MACHINE LEARNING,D,4.0
22031A0543,R202205D,MATHEMATICS FOR MACHINE LEARNING,C,4.0
22031A0544,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0546,R202205D,MATHEMATICS FOR MACHINE LEARNING,C,4.0
22031A0548,R202205D,MATHEMATICS FOR MACHINE LEARNING,C,4.0
22031A0552,R202205D,MATHEMATICS FOR MACHINE LEARNING,D,4.0
22031A0554,R202205C,PRINCIPALES OF CYBER SECURITY,ABSENT,0.0
23035A0202,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,C,4.0
23035A0205,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,B,4.0
23035A0211,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,ABSENT,0.0
23035A0215,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,C,4.0
23035A0219,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,ABSENT,0.0
23035A0223,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),F,0.0
23035A0223,R202205AT,OPERATING SYSTEMS(INTEGRATED),ABSENT,0.0
23035A0225,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,ABSENT,0.0
23035A0228,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
23035A0228,R202205AT,OPERATING SYSTEMS(INTEGRATED),D,3.0
23035A0229,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,B,4.0
23035A0231,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,C,4.0
23035A0232,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,B,4.0
23035A0233,R202202A,ELECTRICAL DISTRIBUTION SYSTEMS,B,4.0
23035A0306,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0309,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,C,4.0
23035A0311,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),F,0.0
23035A0311,R202205AT,OPERATING SYSTEMS(INTEGRATED),F,0.0
23035A0322,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0325,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0327,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0331,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0334,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0336,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0338,R202205AL,OPERATING SYSTEMS LAB(INTEGRATED),A,1.0
23035A0338,R202205AT,OPERATING SYSTEMS(INTEGRATED),D,3.0
23035A0340,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,B,4.0
23035A0346,R202203A,ALTERNATIVE FUELS TECHNOLOGIES,C,4.0
23035A0405,R202204B,CMOS ANALOG IC DESIGN,C,4.0
23035A0501,R202205E,INTERNET OF THINGS,D,4.0
23035A0502,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,C,4.0
23035A0510,R202204AT,ELECTRONIC DEVICES AND BASIC CIRCUITS,D,4.0
22031A0218,R203102L,POWER QUALITY,D,3
22031A0406,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,D,3
22031A0406,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,B,1
22031A0408,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,D,3
22031A0408,R203105ML,DATABASE MANAGEMENT SYSTEMS LAB (INTEGRA,A,1
22031A0446,R203105M,DATABASE MANAGEMENT SYSTEMS (INTEGRATED,D,3
