ID,Subject Code,Subject Name,Grade,Credits
22031A0101,R2021010,CONSTITUTION OF INDIA,COMPLE,0.0
22031A0101,R2021011,MATHEMATICS-III,D,3.0
22031A0101,R2021012,STRENGTH OF MATERIALS-I,D,3.0
22031A0101,R2021013,FLUID MECHANICS,E,3.0
22031A0101,R2021014,SURVEYING AND GEOMETRICS,E,3.0
22031A0101,R2021015,HIGHWAY ENGINEERING,C,3.0
22031A0101,R2021016,CONCRETE TECHNOLOGY LAB,B,1.5
22031A0101,R2021017,HIGHWAY ENGINEERING LAB,C,1.5
22031A0101,R2021018,SURVEYING FIELD WORK-I (LAB),B,1.5
22031A0101,R2021019,SKILL ORIENTED COURSE*,A,2.0
22031A0101,R202101A,COMMUNITY SERVICES PROJECT,D,4.0
22031A0102,R2021010,CONSTITUTION OF INDIA,COMPLE,0.0
22031A0102,R2021011,MATHEMATICS-III,B,3.0
22031A0102,R2021012,STRENGTH OF MATERIALS-I,B,3.0
22031A0102,R2021013,FLUID MECHANICS,E,3.0
22031A0102,R2021014,SURVEYING AND GEOMETRICS,D,3.0
22031A0102,R2021015,HIGHWAY ENGINEERING,E,3.0
22031A0102,R2021016,CONCRETE TECHNOLOGY LAB,A,1.5
22031A0102,R2021017,HIGHWAY ENGINEERING LAB,A+,1.5
22031A0102,R2021018,SURVEYING FIELD WORK-I (LAB),A,1.5
22031A0102,R2021019,SKILL ORIENTED COURSE*,A+,2.0
22031A0102,R202101A,COMMUNITY SERVICES PROJECT,B,4.0
22031A0104,R2021010,CONSTITUTION OF INDIA,COMPLE,0.0
22031A0104,R2021011,MATHEMATICS-III,F,0.0
22031A0104,R2021012,STRENGTH OF MATERIALS-I,F,0.0
22031A0104,R2021013,FLUID MECHANICS,F,0.0
22031A0104,R2021014,SURVEYING AND GEOMETRICS,F,0.0
22031A0104,R2021015,HIGHWAY ENGINEERING,F,0.0
22031A0104,R2021016,CONCRETE TECHNOLOGY LAB,A,1.5
22031A0104,R2021017,HIGHWAY ENGINEERING LAB,B,1.5
22031A0104,R2021018,SURVEYING FIELD WORK-I (LAB),A,1.5
22031A0104,R2021019,SKILL ORIENTED COURSE*,A+,2.0
22031A0104,R202101A,COMMUNITY SERVICES PROJECT,E,4.0
22031A0105,R2021010,CONSTITUTION OF INDIA,COMPLE,0.0
22031A0105,R2021011,MATHEMATICS-III,E,3.0
22031A0105,R2021012,STRENGTH OF MATERIALS-I,E,3.0
22031A0105,R2021013,FLUID MECHANICS,E,3.0
22031A0105,R2021014,SURVEYING AND GEOMETRICS,E,3.0
22031A0105,R2021015,HIGHWAY ENGINEERING,E,3.0
22031A0105,R2021016,CONCRETE TECHNOLOGY LAB,A,1.5
22031A0105,R2021017,HIGHWAY ENGINEERING LAB,C,1.5
22031A0105,R2021018,SURVEYING FIELD WORK-I (LAB),C,1.5
22031A0105,R2021019,SKILL ORIENTED COURSE*,A+,2.0
22031A0105,R202101A,COMMUNITY SERVICES PROJECT,D,4.0
22031A0106,R2021010,CONSTITUTION OF INDIA,COMPLE,0.0
22031A0106,R2021011,MATHEMATICS-III,F,0.0
22031A0106,R2021012,STRENGTH OF MATERIALS-I,E,3.0
22031A0106,R2021013,FLUID MECHANICS,E,3.0
22031A0106,R2021014,SURVEYING AND GEOMETRICS,E,3.0
22031A0106,R2021015,HIGHWAY ENGINEERING,D,3.0
22031A0106,R2021016,CONCRETE TECHNOLOGY LAB,B,1.5
22031A0106,R2021017,HIGHWAY ENGINEERING LAB,C,1.5
22031A0106,R2021018,SURVEYING FIELD WORK-I (LAB),C,1.5
