ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R201201,MATHEMATICS - II,D,3.0
21031A0101,R201202,APPLIED CHEMISTRY,C,3.0
21031A0101,R201203,PROGRAMMING FOR PROBLEM SOLVING,E,3.0
21031A0101,R201204,BASIC ELECTRICAL ENGINEERING,C,3.0
21031A0101,R201205,ENGINEERING MECHANICS,D,2.0
21031A0101,R201206,APPLIED CHEMISTRY LAB,B,1.5
21031A0101,R201207,PROGRAMMING FOR PROBLEM SOLVING LAB,A,1.5
21031A0101,R201208,BASIC ELECTRICAL ENGINEERING LAB,A,1.5
21031A0102,R201201,MATHEMATICS - II,B,3.0
21031A0102,R201202,APPLIED CHEMISTRY,A,3.0
21031A0102,R201203,PROGRAMMING FOR PROBLEM SOLVING,C,3.0
21031A0102,R201204,BASIC ELECTRICAL ENGINEERING,B,3.0
21031A0102,R201205,ENGINEERING MECHANICS,A,2.0
21031A0102,R201206,APPLIED CHEMISTRY LAB,A+,1.5
21031A0102,R201207,PROGRAMMING FOR PROBLEM SOLVING LAB,A+,1.5
21031A0102,R201208,BASIC ELECTRICAL ENGINEERING LAB,A,1.5
21031A0103,R201201,MATHEMATICS - II,C,3.0
21031A0103,R201202,APPLIED CHEMISTRY,B,3.0
21031A0103,R201203,PROGRAMMING FOR PROBLEM SOLVING,A,3.0
21031A0103,R201204,BASIC ELECTRICAL ENGINEERING,C,3.0
21031A0103,R201205,ENGINEERING MECHANICS,B,2.0
21031A0103,R201206,APPLIED CHEMISTRY LAB,A,1.5
21031A0103,R201207,PROGRAMMING FOR PROBLEM SOLVING LAB,A+,1.5
21031A0103,R201208,BASIC ELECTRICAL ENGINEERING LAB,A,1.5
21031A0104,R201201,MATHEMATICS - II,A,3.0
21031A0104,R201202,APPLIED CHEMISTRY,A,3.0
21031A0104,R201203,PROGRAMMING FOR PROBLEM SOLVING,B,3.0
21031A0104,R201204,BASIC ELECTRICAL ENGINEERING,A,3.0
21031A0104,R201205,ENGINEERING MECHANICS,A,2.0
21031A0104,R201206,APPLIED CHEMISTRY LAB,A+,1.5
21031A0104,R201207,PROGRAMMING FOR PROBLEM SOLVING LAB,A+,1.5
21031A0104,R201208,BASIC ELECTRICAL ENGINEERING LAB,A+,1.5
