ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R203101,DATA STRUCTURES,C,3.0
21031A0101,R203102,OBJECT ORIENTED PROGRAMMING,D,3.0
21031A0101,R203103,DATABASE MANAGEMENT SYSTEMS,E,3.0
21031A0101,R203104,COMPUTER ORGANIZATION,B,3.0
21031A0101,R203105,DISCRETE MATHEMATICS,D,2.0
21031A0101,R203106,DATA STRUCTURES LAB,A,1.5
21031A0101,R203107,OBJECT ORIENTED PROGRAMMING LAB,A+,1.5
21031A0101,R203108,DATABASE MANAGEMENT SYSTEMS LAB,A,1.5
21031A0102,R203101,DATA STRUCTURES,A,3.0
21031A0102,R203102,OBJECT ORIENTED PROGRAMMING,B,3.0
21031A0102,R203103,DATABASE MANAGEMENT SYSTEMS,A,3.0
21031A0102,R203104,COMPUTER ORGANIZATION,A,3.0
21031A0102,R203105,DISCRETE MATHEMATICS,B,2.0
21031A0102,R203106,DATA STRUCTURES LAB,A+,1.5
21031A0102,R203107,OBJECT ORIENTED PROGRAMMING LAB,A+,1.5
21031A0102,R203108,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5
21031A0103,R203101,DATA STRUCTURES,B,3.0
21031A0103,R203102,OBJECT ORIENTED PROGRAMMING,C,3.0
21031A0103,R203103,DATABASE MANAGEMENT SYSTEMS,A,3.0
21031A0103,R203104,COMPUTER ORGANIZATION,B,3.0
21031A0103,R203105,DISCRETE MATHEMATICS,C,2.0
21031A0103,R203106,DATA STRUCTURES LAB,A,1.5
21031A0103,R203107,OBJECT ORIENTED PROGRAMMING LAB,A,1.5
21031A0103,R203108,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5
21031A0104,R203101,DATA STRUCTURES,A+,3.0
21031A0104,R203102,OBJECT ORIENTED PROGRAMMING,A,3.0
21031A0104,R203103,DATABASE MANAGEMENT SYSTEMS,A,3.0
21031A0104,R203104,COMPUTER ORGANIZATION,A+,3.0
21031A0104,R203105,DISCRETE MATHEMATICS,A,2.0
21031A0104,R203106,DATA STRUCTURES LAB,A+,1.5
21031A0104,R203107,OBJECT ORIENTED PROGRAMMING LAB,A+,1.5
21031A0104,R203108,DATABASE MANAGEMENT SYSTEMS LAB,A+,1.5
