ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R201101,MATHEMATICS - I,F,0.0
21031A0101,R201102,COMMUNICATIVE ENGLISH,E,3.0
21031A0101,R201103,ENGINEERING PHYSICS,F,0.0
21031A0101,R201104,ENGINEERING DRAWING,C,3.0
21031A0101,R201105,ENGINEERING GEOLOGY (INTEGRATED THEORY),E,2.0
21031A0101,R201105L,ENGINEERING GEOLOGY (INTEGRATED LAB),A,1.0
21031A0101,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,E,1.5
21031A0101,R201107,ENGINEERING PHYSICS LAB,A+,1.5
21031A0101,R201108,BASICS OF CIVIL ENGG. WORK SHOP (LAB),A,1.5
21031A0102,R201101,MATHEMATICS - I,E,3.0
21031A0102,R201102,COMMUNICATIVE ENGLISH,C,3.0
21031A0102,R201103,ENGINEERING PHYSICS,E,3.0
21031A0102,R201104,ENGINEERING DRAWING,A,3.0
21031A0102,R201105,ENGINEERING GEOLOGY (INTEGRATED THEORY),D,2.0
21031A0102,R201105L,ENGINEERING GEOLOGY (INTEGRATED LAB),A+,1.0
21031A0102,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,D,1.5
21031A0102,R201107,ENGINEERING PHYSICS LAB,A+,1.5
21031A0102,R201108,BASICS OF CIVIL ENGG. WORK SHOP (LAB),A+,1.5
21031A0103,R201101,MATHEMATICS - I,E,3.0
21031A0103,R201102,COMMUNICATIVE ENGLISH,D,3.0
21031A0103,R201103,ENGINEERING PHYSICS,B,3.0
21031A0103,R201104,ENGINEERING DRAWING,B,3.0
21031A0103,R201105,ENGINEERING GEOLOGY (INTEGRATED THEORY),D,2.0
21031A0103,R201105L,ENGINEERING GEOLOGY (INTEGRATED LAB),A+,1.0
21031A0103,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,D,1.5
21031A0103,R201107,ENGINEERING PHYSICS LAB,A,1.5
21031A0103,R201108,BASICS OF CIVIL ENGG. WORK SHOP (LAB),A,1.5
21031A0104,R201101,MATHEMATICS - I,C,3.0
21031A0104,R201102,COMMUNICATIVE ENGLISH,C,3.0
21031A0104,R201103,ENGINEERING PHYSICS,A,3.0
21031A0104,R201104,ENGINEERING DRAWING,A,3.0
21031A0104,R201105,ENGINEERING GEOLOGY (INTEGRATED THEORY),C,2.0
21031A0104,R201105L,ENGINEERING GEOLOGY (INTEGRATED LAB),A+,1.0
21031A0104,R201106,ENGLISH COMMUNICATION SKILLS LABORATORY,C,1.5
